_id	        time	        sid	Total	Online	
2679495	2023-01-02T01:00:00	87891	3599776	0	0
2679496	2023-01-02T02:00:00	87891	3599776	0	0
2679497	2023-01-02T03:00:00	87891	3599776	0	0
2679498	2023-01-02T04:00:00	87891	3599776	0	0
2679499	2023-01-02T05:00:00	87891	3599776	0	0
2679500	2023-01-02T06:00:00	87891	3599776	0	0
2679501	2023-01-02T07:00:00	87891	3599776	0	0
2679502	2023-01-02T08:00:00	87891	3599776	0	0
2679503	2023-01-02T09:00:00	87891	3599776	0	0
2679504	2023-01-02T10:00:00	87891	3599776	0	0
2679505	2023-01-02T11:00:00	87891	3599776	0	0
2679506	2023-01-02T12:00:00	87891	3599776	0	0
2679507	2023-01-02T13:00:00	87891	3599776	0	0
2679508	2023-01-02T14:00:00	87891	3599776	0	0
2679509	2023-01-02T15:00:00	87891	3599776	0	0
2679510	2023-01-02T16:00:00	87891	3599776	0	0
2679511	2023-01-02T17:00:00	87891	3599776	0	0
2679512	2023-01-02T18:00:00	87891	3599776	0	0
2679513	2023-01-02T19:00:00	87891	3599776	0	0
2679514	2023-01-02T20:00:00	87891	3599776	0	0
2679515	2023-01-02T21:00:00	87891	3599776	0	0
2679516	2023-01-02T22:00:00	87891	3599776	0	0
2679517	2023-01-02T23:00:00	87891	3599776	0	0
2679518	2023-01-02T00:00:00	15523	1971414062	0	0
2679519	2023-01-02T01:00:00	15523	1971414062	0	0
2679520	2023-01-02T02:00:00	15523	1971414062	0	0
2679521	2023-01-02T03:00:00	15523	1971414062	0	0
2679522	2023-01-02T04:00:00	15523	1971414062	0	0
2679523	2023-01-02T05:00:00	15523	1971414062	0	0
2679524	2023-01-02T06:00:00	15523	1971414062	0	0
2679525	2023-01-02T07:00:00	15523	1971414062	0	0
2679526	2023-01-02T08:00:00	15523	1971414062	0	0
2679527	2023-01-02T09:00:00	15523	1971414062	18	0
2679528	2023-01-02T10:00:00	15523	1971414080	2884	0
2679529	2023-01-02T11:00:00	15523	1971416964	8219	0
2679530	2023-01-02T12:00:00	15523	1971425183	15583	0
2679531	2023-01-02T13:00:00	15523	1971440766	13199	0
2679532	2023-01-02T14:00:00	15523	1971453965	6289	0
2679533	2023-01-02T15:00:00	15523	1971460254	1736	0
2679534	2023-01-02T16:00:00	15523	1971461990	0	0
2679535	2023-01-02T17:00:00	15523	1971461990	0	0
2679536	2023-01-02T18:00:00	15523	1971461990	0	0
2679537	2023-01-02T19:00:00	15523	1971461990	0	0
2679538	2023-01-02T20:00:00	15523	1971461990	0	0
2679539	2023-01-02T21:00:00	15523	1971461990	0	0
2679540	2023-01-02T22:00:00	15523	1971461990	0	0
2679541	2023-01-02T23:00:00	15523	1971461990	0	0
2679542	2023-01-02T00:00:00	54286	322881091	0	0
2679543	2023-01-02T01:00:00	54286	322881091	0	0
2679544	2023-01-02T02:00:00	54286	322881091	0	0
2679545	2023-01-02T03:00:00	54286	322881091	0	0
2679546	2023-01-02T04:00:00	54286	322881091	0	0
2679547	2023-01-02T05:00:00	54286	322881091	0	0
2679548	2023-01-02T06:00:00	54286	322881091	0	0
2679549	2023-01-02T07:00:00	54286	322881091	0	0
2679550	2023-01-02T08:00:00	54286	322881091	0	0
2679551	2023-01-02T09:00:00	54286	322881091	0	0
2679552	2023-01-02T10:00:00	54286	322881091	127	0
2679553	2023-01-02T11:00:00	54286	322881218	562	0
2679554	2023-01-02T12:00:00	54286	322881780	1087	0
2679555	2023-01-02T13:00:00	54286	322882867	880	0
2679556	2023-01-02T14:00:00	54286	322883747	376	0
2679557	2023-01-02T15:00:00	54286	322884123	45	0
2679558	2023-01-02T16:00:00	54286	322884168	0	0
2679559	2023-01-02T17:00:00	54286	322884168	0	0
2679560	2023-01-02T18:00:00	54286	322884168	0	0
2679561	2023-01-02T19:00:00	54286	322884168	0	0
2679562	2023-01-02T20:00:00	54286	322884168	0	0
2679563	2023-01-02T21:00:00	54286	322884168	0	0
2679564	2023-01-02T22:00:00	54286	322884168	0	0
2679565	2023-01-02T23:00:00	54286	322884168	0	0
2679566	2023-01-02T00:00:00	57124	16373090	0	0
2679567	2023-01-02T01:00:00	57124	16373090	0	0
2679568	2023-01-02T02:00:00	57124	16373090	0	0
2679569	2023-01-02T03:00:00	57124	16373090	0	0
2679570	2023-01-02T04:00:00	57124	16373090	0	0
2679571	2023-01-02T05:00:00	57124	16373090	0	0
2679572	2023-01-02T06:00:00	57124	16373090	0	0
2679573	2023-01-02T07:00:00	57124	16373090	0	0
2679574	2023-01-02T08:00:00	57124	16373090	0	0
2679575	2023-01-02T09:00:00	57124	16373090	0	0
2679576	2023-01-02T10:00:00	57124	16373090	0	0
2679577	2023-01-02T11:00:00	57124	16373090	0	0
2679578	2023-01-02T12:00:00	57124	16373090	0	0
2679579	2023-01-02T13:00:00	57124	16373090	0	0
2679580	2023-01-02T14:00:00	57124	16373090	0	0
2679581	2023-01-02T15:00:00	57124	16373090	0	0
2679582	2023-01-02T16:00:00	57124	16373090	0	0
2679583	2023-01-02T17:00:00	57124	16373090	0	0
2679584	2023-01-02T18:00:00	57124	16373090	0	0
2679585	2023-01-02T19:00:00	57124	16373090	0	0
2679586	2023-01-02T20:00:00	57124	16373090	0	0
2679587	2023-01-02T21:00:00	57124	16373090	0	0
2679588	2023-01-02T22:00:00	57124	16373090	0	0
2679589	2023-01-02T23:00:00	57124	16373090	0	0
2679590	2023-01-02T00:00:00	57115	25552630	0	0
2679591	2023-01-02T01:00:00	57115	25552630	0	0
2679592	2023-01-02T02:00:00	57115	25552630	0	0
2679593	2023-01-02T03:00:00	57115	25552630	0	0
2679594	2023-01-02T04:00:00	57115	25552630	0	0
2679595	2023-01-02T05:00:00	57115	25552630	0	0
2679596	2023-01-02T06:00:00	57115	25552630	0	0
2679597	2023-01-02T07:00:00	57115	25552630	0	0
2679598	2023-01-02T08:00:00	57115	25552630	0	0
2679599	2023-01-02T09:00:00	57115	25552630	0	0
2679600	2023-01-02T10:00:00	57115	25552630	0	0
2679601	2023-01-02T11:00:00	57115	25552630	0	0
2679602	2023-01-02T12:00:00	57115	25552630	0	0
2679603	2023-01-02T13:00:00	57115	25552630	0	0
2679604	2023-01-02T14:00:00	57115	25552630	0	0
2679605	2023-01-02T15:00:00	57115	25552630	0	0
2679606	2023-01-02T16:00:00	57115	25552630	0	0
2679607	2023-01-02T17:00:00	57115	25552630	0	0
2679608	2023-01-02T18:00:00	57115	25552630	0	0
2679609	2023-01-02T19:00:00	57115	25552630	0	0
2679610	2023-01-02T20:00:00	57115	25552630	0	0
2679611	2023-01-02T21:00:00	57115	25552630	0	0
2679612	2023-01-02T22:00:00	57115	25552630	0	0
2679613	2023-01-02T23:00:00	57115	25552630	0	0
2679614	2023-01-02T00:00:00	57116	22319680	0	0
2679615	2023-01-02T01:00:00	57116	22319680	0	0
2679616	2023-01-02T02:00:00	57116	22319680	0	0
2679617	2023-01-02T03:00:00	57116	22319680	0	0
2679618	2023-01-02T04:00:00	57116	22319680	0	0
2679619	2023-01-02T05:00:00	57116	22319680	0	0
2679620	2023-01-02T06:00:00	57116	22319680	0	0
2679621	2023-01-02T07:00:00	57116	22319680	0	0
2679622	2023-01-02T08:00:00	57116	22319680	0	0
2679623	2023-01-02T09:00:00	57116	22319680	0	0
2679624	2023-01-02T10:00:00	57116	22319680	0	0
2679625	2023-01-02T11:00:00	57116	22319680	0	0
2679626	2023-01-02T12:00:00	57116	22319680	0	0
2679627	2023-01-02T13:00:00	57116	22319680	0	0
2679628	2023-01-02T14:00:00	57116	22319680	0	0
2679629	2023-01-02T15:00:00	57116	22319680	0	0
2679630	2023-01-02T16:00:00	57116	22319680	0	0
2679631	2023-01-02T17:00:00	57116	22319680	0	0
2679632	2023-01-02T18:00:00	57116	22319680	0	0
2679633	2023-01-02T19:00:00	57116	22319680	0	0
2679634	2023-01-02T20:00:00	57116	22319680	0	0
2679635	2023-01-02T21:00:00	57116	22319680	0	0
2679636	2023-01-02T22:00:00	57116	22319680	0	0
2679637	2023-01-02T23:00:00	57116	22319680	0	0
2679638	2023-01-02T00:00:00	54405	110785808	0	0
2679639	2023-01-02T01:00:00	54405	110785808	0	0
2679640	2023-01-02T02:00:00	54405	110785808	0	0
2679641	2023-01-02T03:00:00	54405	110785808	0	0
2679642	2023-01-02T04:00:00	54405	110785808	0	0
2679643	2023-01-02T05:00:00	54405	110785808	0	0
2679644	2023-01-02T06:00:00	54405	110785808	0	0
2679645	2023-01-02T07:00:00	54405	110785808	0	0
2679646	2023-01-02T08:00:00	54405	110785808	0	0
2679647	2023-01-02T09:00:00	54405	110785808	0	0
2679648	2023-01-02T10:00:00	54405	110785808	192	0
2679649	2023-01-02T11:00:00	54405	110786000	496	0
2679650	2023-01-02T12:00:00	54405	110786496	808	0
2679651	2023-01-02T13:00:00	54405	110787304	688	0
2679652	2023-01-02T14:00:00	54405	110787992	312	0
2679653	2023-01-02T15:00:00	54405	110788304	104	0
2679654	2023-01-02T16:00:00	54405	110788408	0	0
2679655	2023-01-02T17:00:00	54405	110788408	0	0
2679656	2023-01-02T18:00:00	54405	110788408	0	0
2679657	2023-01-02T19:00:00	54405	110788408	0	0
2679658	2023-01-02T20:00:00	54405	110788408	0	0
2679659	2023-01-02T21:00:00	54405	110788408	0	0
2679660	2023-01-02T22:00:00	54405	110788408	0	0
2679661	2023-01-02T23:00:00	54405	110788408	0	0
2679662	2023-01-02T00:00:00	84673	11271647	0	0
2679663	2023-01-02T01:00:00	84673	11271647	0	0
2679664	2023-01-02T02:00:00	84673	11271647	0	0
2679665	2023-01-02T03:00:00	84673	11271647	0	0
2679666	2023-01-02T04:00:00	84673	11271647	0	0
2679667	2023-01-02T05:00:00	84673	11271647	0	0
2679668	2023-01-02T06:00:00	84673	11271647	0	0
2679669	2023-01-02T07:00:00	84673	11271647	0	0
2679670	2023-01-02T08:00:00	84673	11271647	0	0
2679671	2023-01-02T09:00:00	84673	11271647	3	0
2679672	2023-01-02T10:00:00	84673	11271650	18	0
2679673	2023-01-02T11:00:00	84673	11271668	72	0
2679674	2023-01-02T12:00:00	84673	11271740	147	0
2679675	2023-01-02T13:00:00	84673	11271887	96	0
2679676	2023-01-02T14:00:00	84673	11271983	55	0
2679677	2023-01-02T15:00:00	84673	11272038	12	0
2679678	2023-01-02T16:00:00	84673	11272050	0	0
2679679	2023-01-02T17:00:00	84673	11272050	0	0
2679680	2023-01-02T18:00:00	84673	11272050	0	0
2679681	2023-01-02T19:00:00	84673	11272050	0	0
2679682	2023-01-02T20:00:00	84673	11272050	0	0
2679683	2023-01-02T21:00:00	84673	11272050	0	0
2679684	2023-01-02T22:00:00	84673	11272050	0	0
2679685	2023-01-02T23:00:00	84673	11272050	0	0
2679686	2023-01-02T00:00:00	57126	22801150	0	0
2679687	2023-01-02T01:00:00	57126	22801150	0	0
2679688	2023-01-02T02:00:00	57126	22801150	0	0
2679689	2023-01-02T03:00:00	57126	22801150	0	0
2679690	2023-01-02T04:00:00	57126	22801150	0	0
2679691	2023-01-02T05:00:00	57126	22801150	0	0
2679692	2023-01-02T06:00:00	57126	22801150	0	0
2679693	2023-01-02T07:00:00	57126	22801150	0	0
2679694	2023-01-02T08:00:00	57126	22801150	0	0
2679695	2023-01-02T09:00:00	57126	22801150	0	0
2679696	2023-01-02T10:00:00	57126	22801150	0	0
2679697	2023-01-02T11:00:00	57126	22801150	0	0
2679698	2023-01-02T12:00:00	57126	22801150	0	0
2679699	2023-01-02T13:00:00	57126	22801150	0	0
2679700	2023-01-02T14:00:00	57126	22801150	0	0
2679701	2023-01-02T15:00:00	57126	22801150	0	0
2679702	2023-01-02T16:00:00	57126	22801150	0	0
2679703	2023-01-02T17:00:00	57126	22801150	0	0
2679704	2023-01-02T18:00:00	57126	22801150	0	0
2679705	2023-01-02T19:00:00	57126	22801150	0	0
2679706	2023-01-02T20:00:00	57126	22801150	0	0
2679707	2023-01-02T21:00:00	57126	22801150	0	0
2679708	2023-01-02T22:00:00	57126	22801150	0	0
2679709	2023-01-02T23:00:00	57126	22801150	0	0
2679710	2023-01-02T00:00:00	82445	26440702	0	0
2679711	2023-01-02T01:00:00	82445	26440702	0	0
2679712	2023-01-02T02:00:00	82445	26440702	0	0
2679713	2023-01-02T03:00:00	82445	26440702	0	0
2679714	2023-01-02T04:00:00	82445	26440702	0	0
2679715	2023-01-02T05:00:00	82445	26440702	0	0
2679716	2023-01-02T06:00:00	82445	26440702	0	0
2679717	2023-01-02T07:00:00	82445	26440702	0	0
2679718	2023-01-02T08:00:00	82445	26440702	0	0
2679719	2023-01-02T09:00:00	82445	26440702	0	0
2679720	2023-01-02T10:00:00	82445	26440702	98	0
2679721	2023-01-02T11:00:00	82445	26440800	100	0
2679722	2023-01-02T12:00:00	82445	26440900	202	0
2679723	2023-01-02T13:00:00	82445	26441102	198	0
2679724	2023-01-02T14:00:00	82445	26441300	0	0
2679725	2023-01-02T15:00:00	82445	26441300	0	0
2679726	2023-01-02T16:00:00	82445	26441300	0	0
2679727	2023-01-02T17:00:00	82445	26441300	0	0
2679728	2023-01-02T18:00:00	82445	26441300	0	0
2679729	2023-01-02T19:00:00	82445	26441300	0	0
2679730	2023-01-02T20:00:00	82445	26441300	0	0
2679731	2023-01-02T21:00:00	82445	26441300	0	0
2679732	2023-01-02T22:00:00	82445	26441300	0	0
2679733	2023-01-02T23:00:00	82445	26441300	0	0
2679734	2023-01-02T00:00:00	54282	35207750	0	0
2679735	2023-01-02T01:00:00	54282	35207750	0	0
2679736	2023-01-02T02:00:00	54282	35207750	0	0
2679737	2023-01-02T03:00:00	54282	35207750	0	0
2679738	2023-01-02T04:00:00	54282	35207750	0	0
2679739	2023-01-02T05:00:00	54282	35207750	0	0
2679740	2023-01-02T06:00:00	54282	35207750	0	0
2679741	2023-01-02T07:00:00	54282	35207750	0	0
2679742	2023-01-02T08:00:00	54282	35207750	0	0
2679743	2023-01-02T09:00:00	54282	35207750	0	0
2679744	2023-01-02T10:00:00	54282	35207750	1	0
2679745	2023-01-02T11:00:00	54282	35207751	48	0
2679746	2023-01-02T12:00:00	54282	35207799	63	0
2679747	2023-01-02T13:00:00	54282	35207862	58	0
2679748	2023-01-02T14:00:00	54282	35207920	39	0
2679749	2023-01-02T15:00:00	54282	35207959	0	0
2679750	2023-01-02T16:00:00	54282	35207959	0	0
2679751	2023-01-02T17:00:00	54282	35207959	0	0
2679752	2023-01-02T18:00:00	54282	35207959	0	0
2679753	2023-01-02T19:00:00	54282	35207959	0	0
2679754	2023-01-02T20:00:00	54282	35207959	0	0
2679755	2023-01-02T21:00:00	54282	35207959	0	0
2679756	2023-01-02T22:00:00	54282	35207959	0	0
2679757	2023-01-02T23:00:00	54282	35207959	0	0
2679758	2023-01-02T00:00:00	54378	74060000	0	0
2679759	2023-01-02T01:00:00	54378	74060000	0	0
2679760	2023-01-02T02:00:00	54378	74060000	0	0
2679761	2023-01-02T03:00:00	54378	74060000	0	0
2679762	2023-01-02T04:00:00	54378	74060000	0	0
2679763	2023-01-02T05:00:00	54378	74060000	0	0
2679764	2023-01-02T06:00:00	54378	74060000	0	0
2679765	2023-01-02T07:00:00	54378	74060000	0	0
2679766	2023-01-02T08:00:00	54378	74060000	0	0
2679767	2023-01-02T09:00:00	54378	74060000	104	0
2679768	2023-01-02T10:00:00	54378	74060104	200	0
2679769	2023-01-02T11:00:00	54378	74060304	696	0
2679770	2023-01-02T12:00:00	54378	74061000	1200	0
2679771	2023-01-02T13:00:00	54378	74062200	1104	0
2679772	2023-01-02T14:00:00	54378	74063304	592	0
2679773	2023-01-02T15:00:00	54378	74063896	208	0
2679774	2023-01-02T16:00:00	54378	74064104	0	0
2679775	2023-01-02T17:00:00	54378	74064104	0	0
2679776	2023-01-02T18:00:00	54378	74064104	0	0
2679777	2023-01-02T19:00:00	54378	74064104	0	0
2679778	2023-01-02T20:00:00	54378	74064104	0	0
2679779	2023-01-02T21:00:00	54378	74064104	0	0
2679780	2023-01-02T22:00:00	54378	74064104	0	0
2679781	2023-01-02T23:00:00	54378	74064104	0	0
2679782	2023-01-02T00:00:00	54290	148125451	0	0
2679783	2023-01-02T01:00:00	54290	148125451	0	0
2679784	2023-01-02T02:00:00	54290	148125451	0	0
2679785	2023-01-02T03:00:00	54290	148125451	0	0
2679786	2023-01-02T04:00:00	54290	148125451	0	0
2679787	2023-01-02T05:00:00	54290	148125451	0	0
2679788	2023-01-02T06:00:00	54290	148125451	0	0
2679789	2023-01-02T07:00:00	54290	148125451	0	0
2679790	2023-01-02T08:00:00	54290	148125451	0	0
2679791	2023-01-02T09:00:00	54290	148125451	1	0
2679792	2023-01-02T10:00:00	54290	148125452	98	0
2679793	2023-01-02T11:00:00	54290	148125550	283	0
2679794	2023-01-02T12:00:00	54290	148125833	532	0
2679795	2023-01-02T13:00:00	54290	148126365	528	0
2679796	2023-01-02T14:00:00	54290	148126893	253	0
2679797	2023-01-02T15:00:00	54290	148127146	49	0
2679798	2023-01-02T16:00:00	54290	148127195	1	0
2679799	2023-01-02T17:00:00	54290	148127196	0	0
2679800	2023-01-02T18:00:00	54290	148127196	0	0
2679801	2023-01-02T19:00:00	54290	148127196	0	0
2679802	2023-01-02T20:00:00	54290	148127196	0	0
2679803	2023-01-02T21:00:00	54290	148127196	0	0
2679804	2023-01-02T22:00:00	54290	148127196	0	0
2679805	2023-01-02T23:00:00	54290	148127196	0	0
2679806	2023-01-02T00:00:00	54394	351175310	0	0
2679807	2023-01-02T01:00:00	54394	351175310	0	0
2679808	2023-01-02T02:00:00	54394	351175310	0	0
2679809	2023-01-02T03:00:00	54394	351175310	0	0
2679810	2023-01-02T04:00:00	54394	351175310	0	0
2679811	2023-01-02T05:00:00	54394	351175310	0	0
2679812	2023-01-02T06:00:00	54394	351175310	0	0
2679813	2023-01-02T07:00:00	54394	351175310	0	0
2679814	2023-01-02T08:00:00	54394	351175310	0	0
2679815	2023-01-02T09:00:00	54394	351175310	0	0
2679816	2023-01-02T10:00:00	54394	351175310	0	0
2679817	2023-01-02T11:00:00	54394	351175310	0	0
2679818	2023-01-02T12:00:00	54394	351175310	0	0
2679819	2023-01-02T13:00:00	54394	351175310	0	0
2679820	2023-01-02T14:00:00	54394	351175310	0	0
2679821	2023-01-02T15:00:00	54394	351175310	0	0
2679822	2023-01-02T16:00:00	54394	351175310	0	0
2679823	2023-01-02T17:00:00	54394	351175310	0	0
2679824	2023-01-02T18:00:00	54394	351175310	0	0
2679825	2023-01-02T19:00:00	54394	351175310	0	0
2679826	2023-01-02T20:00:00	54394	351175310	0	0
2679827	2023-01-02T21:00:00	54394	351175310	0	0
2679828	2023-01-02T22:00:00	54394	351175310	0	0
2679829	2023-01-02T23:00:00	54394	351175310	0	0
2679830	2023-01-02T00:00:00	54401	26783323	0	0
2679831	2023-01-02T01:00:00	54401	26783323	0	0
2679832	2023-01-02T02:00:00	54401	26783323	0	0
2679833	2023-01-02T03:00:00	54401	26783323	0	0
2679834	2023-01-02T04:00:00	54401	26783323	0	0
2679835	2023-01-02T05:00:00	54401	26783323	0	0
2679836	2023-01-02T06:00:00	54401	26783323	0	0
2679837	2023-01-02T07:00:00	54401	26783323	0	0
2679838	2023-01-02T08:00:00	54401	26783323	0	0
2679839	2023-01-02T09:00:00	54401	26783323	0	0
2679840	2023-01-02T10:00:00	54401	26783323	10	0
2679841	2023-01-02T11:00:00	54401	26783333	41	0
2679842	2023-01-02T12:00:00	54401	26783374	58	0
2679843	2023-01-02T13:00:00	54401	26783432	40	0
2679844	2023-01-02T14:00:00	54401	26783472	34	0
2679845	2023-01-02T15:00:00	54401	26783506	11	0
2679846	2023-01-02T16:00:00	54401	26783517	0	0
2679847	2023-01-02T17:00:00	54401	26783517	0	0
2679848	2023-01-02T18:00:00	54401	26783517	0	0
2679849	2023-01-02T19:00:00	54401	26783517	0	0
2679850	2023-01-02T20:00:00	54401	26783517	0	0
2679851	2023-01-02T21:00:00	54401	26783517	0	0
2679852	2023-01-02T22:00:00	54401	26783517	0	0
2679853	2023-01-02T23:00:00	54401	26783517	0	0
2679854	2023-01-02T00:00:00	2506	419606225	0	0
2679855	2023-01-02T01:00:00	2506	419606225	0	0
2679856	2023-01-02T02:00:00	2506	419606225	0	0
2679857	2023-01-02T03:00:00	2506	419606225	0	0
2679858	2023-01-02T04:00:00	2506	419606225	0	0
2679859	2023-01-02T05:00:00	2506	419606225	0	0
2679860	2023-01-02T06:00:00	2506	419606225	0	0
2679861	2023-01-02T07:00:00	2506	419606225	0	0
2679862	2023-01-02T08:00:00	2506	419606225	0	0
2679863	2023-01-02T09:00:00	2506	419606225	21	0
2679864	2023-01-02T10:00:00	2506	419606246	390	0
2679865	2023-01-02T11:00:00	2506	419606636	992	0
2679866	2023-01-02T12:00:00	2506	419607628	2053	0
2679867	2023-01-02T13:00:00	2506	419609681	1587	0
2679868	2023-01-02T14:00:00	2506	419611268	745	0
2679869	2023-01-02T15:00:00	2506	419612013	199	0
2679870	2023-01-02T16:00:00	2506	419612212	0	0
2679871	2023-01-02T17:00:00	2506	419612212	0	0
2679872	2023-01-02T18:00:00	2506	419612212	0	0
2679873	2023-01-02T19:00:00	2506	419612212	0	0
2679874	2023-01-02T20:00:00	2506	419612212	0	0
2679875	2023-01-02T21:00:00	2506	419612212	0	0
2679876	2023-01-02T22:00:00	2506	419612212	0	0
2679877	2023-01-02T23:00:00	2506	419612212	0	0
2679878	2023-01-02T00:00:00	54396	342399291	0	0
2679879	2023-01-02T01:00:00	54396	342399291	0	0
2679880	2023-01-02T02:00:00	54396	342399291	0	0
2679881	2023-01-02T03:00:00	54396	342399291	0	0
2679882	2023-01-02T04:00:00	54396	342399291	0	0
2679883	2023-01-02T05:00:00	54396	342399291	0	0
2679884	2023-01-02T06:00:00	54396	342399291	0	0
2679885	2023-01-02T07:00:00	54396	342399291	0	0
2679886	2023-01-02T08:00:00	54396	342399291	0	0
2679887	2023-01-02T09:00:00	54396	342399291	19	0
2679888	2023-01-02T10:00:00	54396	342399310	318	0
2679889	2023-01-02T11:00:00	54396	342399628	918	0
2679890	2023-01-02T12:00:00	54396	342400546	1422	0
2679891	2023-01-02T13:00:00	54396	342401968	1268	0
2679892	2023-01-02T14:00:00	54396	342403236	680	0
2679893	2023-01-02T15:00:00	54396	342403916	198	0
2679894	2023-01-02T16:00:00	54396	342404114	3	0
2679895	2023-01-02T17:00:00	54396	342404117	0	0
2679896	2023-01-02T18:00:00	54396	342404117	0	0
2679897	2023-01-02T19:00:00	54396	342404117	0	0
2679898	2023-01-02T20:00:00	54396	342404117	0	0
2679899	2023-01-02T21:00:00	54396	342404117	0	0
2679900	2023-01-02T22:00:00	54396	342404117	0	0
2679901	2023-01-02T23:00:00	54396	342404117	0	0
2679902	2023-01-02T00:00:00	54390	499144178	0	0
2679903	2023-01-02T01:00:00	54390	499144178	0	0
2679904	2023-01-02T02:00:00	54390	499144178	0	0
2679905	2023-01-02T03:00:00	54390	499144178	0	0
2679906	2023-01-02T04:00:00	54390	499144178	0	0
2679907	2023-01-02T05:00:00	54390	499144178	0	0
2679908	2023-01-02T06:00:00	54390	499144178	0	0
2679909	2023-01-02T07:00:00	54390	499144178	0	0
2679910	2023-01-02T08:00:00	54390	499144178	0	0
2679911	2023-01-02T09:00:00	54390	499144178	0	0
2679912	2023-01-02T10:00:00	54390	499144178	256	0
2679913	2023-01-02T11:00:00	54390	499144434	878	0
2679914	2023-01-02T12:00:00	54390	499145312	1351	0
2679915	2023-01-02T13:00:00	54390	499146663	1101	0
2679916	2023-01-02T14:00:00	54390	499147764	635	0
2679917	2023-01-02T15:00:00	54390	499148399	137	0
2679918	2023-01-02T16:00:00	54390	499148536	0	0
2679919	2023-01-02T17:00:00	54390	499148536	0	0
2679920	2023-01-02T18:00:00	54390	499148536	0	0
2679921	2023-01-02T19:00:00	54390	499148536	0	0
2679922	2023-01-02T20:00:00	54390	499148536	0	0
2679923	2023-01-02T21:00:00	54390	499148536	0	0
2679924	2023-01-02T22:00:00	54390	499148536	0	0
2679925	2023-01-02T23:00:00	54390	499148536	0	0
2679926	2023-01-02T00:00:00	54292	470512795	0	0
2679927	2023-01-02T01:00:00	54292	470512795	0	0
2679928	2023-01-02T02:00:00	54292	470512795	0	0
2679929	2023-01-02T03:00:00	54292	470512795	0	0
2679930	2023-01-02T04:00:00	54292	470512795	0	0
2679931	2023-01-02T05:00:00	54292	470512795	0	0
2679932	2023-01-02T06:00:00	54292	470512795	0	0
2679933	2023-01-02T07:00:00	54292	470512795	0	0
2679934	2023-01-02T08:00:00	54292	470512795	0	0
2679935	2023-01-02T09:00:00	54292	470512795	28	0
2679936	2023-01-02T10:00:00	54292	470512823	394	0
2679937	2023-01-02T11:00:00	54292	470513217	1106	0
2679938	2023-01-02T12:00:00	54292	470514323	2540	0
2679939	2023-01-02T13:00:00	54292	470516863	1835	0
2679940	2023-01-02T14:00:00	54292	470518698	966	0
2679941	2023-01-02T15:00:00	54292	470519664	285	0
2679942	2023-01-02T16:00:00	54292	470519949	2	0
2679943	2023-01-02T17:00:00	54292	470519951	0	0
2679944	2023-01-02T18:00:00	54292	470519951	0	0
2679945	2023-01-02T19:00:00	54292	470519951	0	0
2679946	2023-01-02T20:00:00	54292	470519951	0	0
2679947	2023-01-02T21:00:00	54292	470519951	0	0
2679948	2023-01-02T22:00:00	54292	470519951	0	0
2679949	2023-01-02T23:00:00	54292	470519951	0	0
2679950	2023-01-02T00:00:00	54411	185677371	0	0
2679951	2023-01-02T01:00:00	54411	185677371	0	0
2679952	2023-01-02T02:00:00	54411	185677371	0	0
2679953	2023-01-02T03:00:00	54411	185677371	0	0
2679954	2023-01-02T04:00:00	54411	185677371	0	0
2679955	2023-01-02T05:00:00	54411	185677371	0	0
2679956	2023-01-02T06:00:00	54411	185677371	0	0
2679957	2023-01-02T07:00:00	54411	185677371	0	0
2679958	2023-01-02T08:00:00	54411	185677371	0	0
2679959	2023-01-02T09:00:00	54411	185677371	0	0
2679960	2023-01-02T10:00:00	54411	185677371	103	0
2679961	2023-01-02T11:00:00	54411	185677474	375	0
2679962	2023-01-02T12:00:00	54411	185677849	783	0
2679963	2023-01-02T13:00:00	54411	185678632	689	0
2679964	2023-01-02T14:00:00	54411	185679321	301	0
2679965	2023-01-02T15:00:00	54411	185679622	47	0
2679966	2023-01-02T16:00:00	54411	185679669	0	0
2679967	2023-01-02T17:00:00	54411	185679669	0	0
2679968	2023-01-02T18:00:00	54411	185679669	0	0
2679969	2023-01-02T19:00:00	54411	185679669	0	0
2679970	2023-01-02T20:00:00	54411	185679669	0	0
2679971	2023-01-02T21:00:00	54411	185679669	0	0
2679972	2023-01-02T22:00:00	54411	185679669	0	0
2679973	2023-01-02T23:00:00	54411	185679669	0	0
2679974	2023-01-02T00:00:00	54384	73185424	0	0
2679975	2023-01-02T01:00:00	54384	73185424	0	0
2679976	2023-01-02T02:00:00	54384	73185424	0	0
2679977	2023-01-02T03:00:00	54384	73185424	0	0
2679978	2023-01-02T04:00:00	54384	73185424	0	0
2679979	2023-01-02T05:00:00	54384	73185424	0	0
2679980	2023-01-02T06:00:00	54384	73185424	0	0
2679981	2023-01-02T07:00:00	54384	73185424	0	0
2679982	2023-01-02T08:00:00	54384	73185424	0	0
2679983	2023-01-02T09:00:00	54384	73185424	0	0
2679984	2023-01-02T10:00:00	54384	73185424	79	0
2679985	2023-01-02T11:00:00	54384	73185503	277	0
2679986	2023-01-02T12:00:00	54384	73185780	406	0
2679987	2023-01-02T13:00:00	54384	73186186	390	0
2679988	2023-01-02T14:00:00	54384	73186576	167	0
2679989	2023-01-02T15:00:00	54384	73186743	28	0
2679990	2023-01-02T16:00:00	54384	73186771	0	0
2679991	2023-01-02T17:00:00	54384	73186771	0	0
